trip_time,avg_speed,max_speed,stops_count,acceleration_variation,route_distance,trip_number,time_of_day,weight
73.05,50.44,61.84,0,0.743,43.381,92,11,17.46
141.07,38.56,52.94,8,1.564,51.773,2,12,25.72
61.58,45.52,55.93,9,1.584,27.673,212,13,21.03
140.59,39.75,53.95,8,1.486,51.557,37,20,26.05
33.54,50.93,67.82,4,1.049,19.247,131,12,19.8
73.2,48.72,56.14,3,0.869,37.849,40,0,19.47
16.02,57.38,73.05,3,0.532,10.676,205,5,14.12
75.9,44.38,54.28,5,1.278,35.501,162,15,22.04
68.9,56.08,68.44,4,1.005,39.392,177,18,20.85
70.97,52.4,65.37,6,1.315,39.686,95,15,18.25
99.16,45.19,62.39,4,1.021,46.607,103,17,20.15
19.52,53.13,66.44,5,0.971,11.379,139,5,17.84
35.51,52.31,62.29,3,0.994,20.846,172,2,17.92
111.96,39.75,47.04,4,1.126,42.193,186,22,25.88
71.22,46.96,54.97,3,0.906,36.992,4,13,17.81
189.03,32.1,42.6,7,1.32,55.397,146,17,29.59
114.48,40.34,50.72,7,1.365,46.885,24,22,22.89
59.4,47.17,58.38,5,1.081,30.755,64,4,16.72
78.74,41.75,58.62,5,1.128,33.988,182,20,22.73
88.73,44.54,54.42,6,1.166,40.474,55,8,22.28
15.38,45.81,54.71,9,1.32,7.027,175,15,19.49
51.79,47.23,61.2,5,1.082,25.257,102,9,19.13
18.78,55.51,63.48,1,0.641,12.778,51,4,12.63
23.42,62.81,78.22,2,0.64,18.831,74,21,9.42
100.8,47.41,57.95,6,1.191,49.22,117,8,22.69
100.49,39.34,52.2,7,1.456,34.746,168,0,26.12
151.4,36.05,49.32,4,1.281,50.814,133,3,27.6
143.69,37.04,46.71,4,1.055,52.274,205,23,25.86
144.56,38.1,46.29,9,1.516,48.006,191,19,29.29
122.14,39.58,48.87,2,0.954,45.747,165,15,27.43
25.03,53.77,65.35,1,0.953,15.054,133,18,20.74
35.96,49.5,65.02,1,0.887,20.369,64,15,18.9
75.06,50.22,60.4,1,1.004,42.76,91,21,18.5
47.17,45.6,55.69,7,1.298,22.004,27,2,19.91
47.25,50.02,64.99,2,0.881,25.82,82,1,19.1
198.43,31.53,46.92,8,1.614,54.722,203,16,32.38
156.3,31.23,44.08,8,1.493,42.852,94,23,28.67
19.22,56.14,71.0,3,0.8,11.992,25,13,16.54
103.45,42.68,53.67,6,1.193,43.642,143,23,23.6
138.88,37.59,48.12,7,1.374,47.38,211,9,28.81
211.24,30.41,39.84,13,2.051,53.536,190,16,30.46
82.21,47.23,63.64,3,0.865,41.784,61,12,19.89
18.3,53.37,60.85,3,0.784,11.429,100,21,13.54
111.57,42.27,58.87,3,1.006,45.912,117,15,24.67
102.73,39.58,56.66,3,1.095,40.299,55,10,26.3
63.93,44.91,57.83,3,1.006,29.991,59,5,22.15
123.59,39.26,53.47,7,1.451,45.668,52,7,26.87
65.22,49.08,58.0,2,0.848,33.544,218,1,21.91
161.01,37.26,47.52,7,1.582,54.513,164,3,28.17
157.08,37.17,52.51,6,1.167,54.477,185,12,28.7
34.56,49.59,63.11,3,1.016,18.111,179,0,17.94
55.47,49.98,57.22,5,1.269,29.19,211,11,20.81
26.15,54.57,70.46,1,0.737,16.724,24,1,14.59
47.24,47.04,57.74,4,1.244,23.532,194,3,18.37
29.14,53.77,60.96,4,0.87,17.989,15,16,13.76
62.46,51.21,60.06,7,1.411,32.864,105,0,18.45
10.81,55.41,62.7,7,1.102,6.533,131,8,13.95
101.12,45.17,56.93,4,1.079,47.257,79,4,22.97
21.5,55.98,64.12,3,0.918,14.685,33,1,11.41
38.44,48.78,61.33,4,1.085,20.617,43,4,17.95
23.87,53.88,70.79,3,0.776,15.508,181,2,12.81
40.92,50.3,58.0,2,0.628,24.729,70,1,14.38
19.64,45.91,53.91,3,1.06,10.467,68,15,17.68
130.21,40.12,57.78,4,1.299,50.734,203,2,25.24
55.59,46.18,61.39,1,0.742,27.87,32,22,19.0
216.1,30.54,45.78,9,1.769,54.097,201,11,33.74
14.23,55.58,63.59,2,0.709,8.919,202,9,15.72
21.41,55.35,64.9,2,0.931,15.389,132,21,12.75
112.82,47.65,58.8,6,1.33,49.545,37,18,25.41
64.6,46.18,63.99,5,1.189,30.386,35,10,22.34
15.76,50.73,63.33,4,1.026,9.561,63,23,15.16
12.43,60.99,74.34,2,0.824,8.904,127,12,12.49
130.24,40.88,49.93,4,1.095,52.585,34,16,23.62
36.97,49.6,62.49,3,0.893,19.978,100,23,16.28
50.95,51.87,62.07,8,1.4,27.66,26,17,16.01
183.8,31.22,40.23,7,1.532,52.696,119,14,30.19
88.2,43.61,52.92,3,0.877,40.883,5,14,20.73
102.65,42.62,56.66,3,0.941,46.178,156,15,23.76
53.91,51.3,63.49,3,0.911,30.782,13,23,15.38
92.58,44.4,59.29,7,1.385,42.305,43,16,21.59
57.34,55.02,62.7,2,0.902,36.592,39,7,16.64
29.11,50.39,62.89,4,1.139,15.27,182,0,20.92
64.8,50.75,65.75,2,1.112,35.993,12,18,17.12
105.94,44.99,55.28,2,0.813,54.168,95,11,20.39
42.59,52.32,64.45,2,0.947,24.279,130,9,18.17
83.74,38.06,55.12,5,1.194,31.935,114,22,23.76
61.33,43.72,61.42,9,1.513,27.928,150,3,18.81
90.9,43.8,57.97,6,1.194,41.964,176,0,19.91
85.61,48.49,57.02,3,1.093,38.791,87,17,26.24
74.67,42.8,52.28,8,1.413,31.068,182,22,22.52
11.8,59.13,69.46,3,0.754,8.935,70,19,12.06
41.3,45.57,59.31,8,1.467,20.124,216,20,15.09
41.89,49.77,66.35,4,1.019,22.698,111,20,16.43
110.43,39.93,48.96,5,1.22,44.223,162,16,24.07
63.92,43.73,60.72,6,1.354,26.909,192,22,23.81
35.88,59.02,68.64,2,0.8,25.983,174,8,12.67
52.64,50.65,67.37,2,0.961,29.462,187,17,17.91
54.86,50.54,58.54,1,0.863,28.747,118,2,20.76
88.63,45.57,53.0,3,0.967,43.46,10,12,21.35
100.31,42.86,57.06,7,1.228,41.021,108,6,23.81
111.65,41.58,52.63,5,1.266,45.788,40,22,22.56
40.92,41.88,53.58,7,1.422,17.182,195,10,21.48
85.88,46.43,61.83,4,1.211,44.685,52,5,16.65
28.11,63.99,72.78,2,0.554,21.754,50,13,10.39
11.37,51.18,61.99,3,0.861,6.503,55,1,14.99
111.11,37.04,45.79,6,1.439,39.439,141,3,24.85
11.11,55.57,68.7,3,0.625,7.108,126,10,14.29
18.29,53.16,63.73,3,0.969,11.547,208,15,14.43
14.34,53.01,62.41,3,0.891,8.618,92,13,15.63
96.58,38.76,48.87,9,1.603,37.728,62,1,23.43
27.75,54.28,71.04,6,1.064,17.206,11,16,15.93
108.25,41.67,56.08,4,1.051,48.172,2,1,20.17
45.47,49.45,64.14,4,0.901,24.85,82,19,16.0
51.82,45.33,55.55,4,1.316,23.762,203,0,20.41
71.69,44.55,53.03,6,1.406,33.012,115,0,19.94
105.78,43.86,53.34,4,1.14,46.415,196,12,24.08
114.71,39.31,51.96,9,1.604,42.364,23,19,25.59
22.89,58.32,66.97,1,0.672,17.137,21,18,8.95
127.18,38.07,46.02,2,1.082,45.821,183,14,28.3
61.7,48.38,65.67,4,1.001,32.601,24,4,20.51
130.59,43.97,54.25,3,1.16,57.351,12,22,23.22
82.53,41.0,55.85,5,1.272,33.116,89,0,24.38
39.64,49.58,59.48,6,1.271,21.238,203,8,19.75
100.71,44.45,57.36,4,1.198,45.699,151,18,23.81
11.65,56.84,73.21,1,0.754,8.008,22,14,11.58
121.6,38.2,51.39,6,1.177,43.819,184,18,26.22
73.31,47.68,64.14,6,1.186,34.474,185,18,23.1
28.41,50.52,65.17,5,1.119,15.546,176,22,15.43
10.34,58.13,70.37,0,0.524,7.741,198,12,11.16
12.5,55.79,73.13,4,0.971,8.899,53,19,12.16
20.95,49.6,57.78,6,1.235,10.712,215,3,18.35
73.1,40.63,48.69,7,1.255,31.618,71,4,22.76
116.29,38.01,46.92,6,1.302,42.941,176,1,27.99
22.18,50.95,65.63,4,1.046,13.391,127,4,13.31
26.1,50.04,58.69,2,0.686,14.687,171,2,16.04
124.23,40.92,53.03,5,1.138,48.422,138,19,25.87
31.98,51.24,58.76,4,0.972,18.238,141,11,17.42
135.71,38.62,47.19,6,1.306,49.137,135,10,26.74
18.0,55.44,69.99,3,0.918,11.395,171,15,14.88
111.82,45.41,54.1,4,1.134,49.602,162,8,24.3
93.92,44.48,57.07,2,0.904,44.228,30,13,21.19
33.06,42.68,57.36,7,1.337,14.105,181,0,22.44
42.97,49.91,64.91,5,1.139,23.904,118,17,17.66
37.29,53.51,62.34,2,0.669,23.655,71,20,14.39
23.85,50.73,67.79,2,0.801,13.393,113,0,17.55
45.87,49.72,63.08,4,0.966,25.922,212,1,17.33
97.78,42.46,51.69,6,1.37,41.409,188,3,21.72
141.55,36.25,53.18,9,1.819,44.123,183,14,32.92
28.44,52.42,65.83,3,0.705,16.95,102,18,17.99
128.63,34.66,42.17,7,1.664,43.672,172,19,25.74
31.87,52.17,61.32,2,0.606,20.233,85,18,13.64
12.56,58.77,75.27,1,0.846,8.689,151,13,14.68
28.01,51.67,69.07,1,0.825,16.524,141,16,17.19
35.8,55.83,65.46,2,0.614,24.125,55,6,14.38
13.37,53.28,62.64,4,0.638,8.349,59,17,11.65
17.55,54.69,67.06,2,0.828,11.408,14,4,16.49
42.53,52.42,68.49,1,0.786,24.847,31,23,16.01
118.66,47.53,60.01,8,1.313,54.116,95,1,22.79
84.13,43.52,61.39,2,0.974,39.244,105,22,20.0
94.27,52.47,66.58,4,1.107,54.62,37,11,17.72
11.65,58.88,76.66,2,0.943,8.418,92,15,12.23
121.52,42.21,51.47,5,1.35,51.207,133,3,26.22
21.58,56.48,70.23,3,1.138,13.488,51,7,16.29
36.02,50.56,65.38,7,1.231,18.703,75,20,17.86
16.81,57.08,71.75,4,0.983,11.666,81,0,10.8
49.5,50.54,60.54,1,0.918,27.677,111,4,18.71
26.42,55.74,69.24,2,0.777,16.926,81,15,16.45
127.15,39.21,54.09,6,1.466,44.577,162,19,29.21
91.7,44.08,55.55,3,0.9,45.379,72,10,21.79
45.82,45.75,54.39,6,1.212,21.46,96,2,20.46
115.41,40.64,57.82,3,1.175,47.689,84,3,23.09
20.03,56.83,64.98,4,0.987,14.928,41,21,11.93
16.52,45.47,57.1,5,0.957,8.573,151,5,15.22
24.66,51.3,62.39,2,0.726,15.0,52,13,14.42
34.07,50.95,60.21,1,1.029,19.157,66,22,17.85
14.22,53.08,67.9,1,0.67,9.092,174,9,13.61
26.85,44.12,58.27,3,0.935,12.154,208,1,22.04
45.14,45.51,58.9,3,1.105,22.089,147,19,19.48
122.64,43.11,53.55,7,1.576,50.401,201,18,22.53
115.07,43.64,59.25,4,0.935,50.557,188,15,21.57
177.04,36.12,48.8,6,1.337,57.669,106,21,29.81
13.76,64.62,72.08,2,0.794,11.547,169,18,8.71
10.0,62.2,78.56,1,0.33,6.595,72,16,9.86
60.21,52.91,66.09,2,0.83,35.629,101,8,18.52
82.74,43.52,51.13,5,1.064,37.567,118,1,20.42
29.17,56.43,73.48,3,0.879,18.663,211,17,15.48
104.91,43.92,54.72,3,1.049,47.548,186,20,24.32
153.9,37.03,48.04,4,1.397,55.732,108,16,25.52
59.3,40.74,55.63,5,1.357,23.582,143,15,23.34
119.37,45.01,52.9,2,1.042,55.211,45,17,23.52
16.15,59.66,71.81,4,0.822,11.87,177,6,10.53
52.91,51.47,65.96,1,0.984,30.995,122,2,18.51
25.22,55.45,68.99,1,0.823,16.654,117,15,13.48
75.09,48.1,55.6,5,0.989,36.598,168,22,21.56
17.17,53.68,67.0,6,1.002,10.163,139,3,15.78
79.24,40.65,55.55,8,1.489,32.475,16,1,22.12
23.35,56.34,68.62,1,0.89,15.418,64,16,14.72
59.96,46.59,57.32,4,0.954,27.999,39,10,21.56
105.58,39.26,52.57,7,1.218,41.935,161,21,21.97
41.46,51.61,60.38,2,0.977,23.69,8,11,17.28
56.09,52.09,69.33,2,0.964,34.333,45,12,18.96
157.97,38.58,56.4,6,1.281,56.532,131,1,30.04
157.55,37.18,52.99,10,1.651,51.579,153,22,29.28
140.95,41.38,51.52,5,1.248,57.844,111,7,23.68
30.76,49.13,61.85,5,1.06,15.618,189,10,17.67
71.07,45.05,56.95,1,0.897,31.948,202,15,23.07
86.11,47.4,62.98,2,0.805,46.888,29,20,16.75
121.35,45.8,61.84,8,1.561,54.344,209,19,25.49
31.49,56.03,63.93,3,1.007,18.906,135,18,18.44
159.54,39.25,56.39,4,1.153,57.37,140,2,29.73
57.06,47.33,59.14,3,0.784,29.23,21,2,18.45
104.44,45.76,57.68,6,1.315,46.263,137,19,24.43
75.72,43.28,60.54,6,1.236,33.197,159,21,19.75
34.99,55.7,63.53,4,0.886,21.827,128,14,17.35
21.28,50.87,58.82,7,1.011,12.108,19,21,12.59
23.41,54.04,70.18,2,0.744,14.835,115,7,16.7
100.96,42.67,59.71,6,1.4,39.841,205,8,26.52
74.48,47.99,55.89,4,1.051,35.024,159,4,22.57
52.84,51.23,68.04,2,0.788,28.787,31,19,19.06
82.21,48.43,56.44,7,1.503,38.744,211,16,19.62
72.94,45.41,55.14,6,1.241,32.631,210,5,23.18
22.03,53.15,67.69,2,1.004,13.778,38,23,14.51
46.18,41.19,54.28,4,1.061,19.97,176,0,24.61
43.77,55.37,67.24,1,0.823,28.737,90,18,16.98
47.41,53.32,61.35,2,0.906,26.988,131,4,19.93
133.36,42.15,56.17,7,1.55,52.98,98,18,25.73
174.18,35.33,50.94,6,1.32,55.009,172,11,30.09
65.03,48.52,65.92,6,1.32,34.004,219,5,19.23
37.16,50.22,65.5,4,1.082,20.181,175,1,17.58
182.43,30.29,40.36,10,1.794,47.642,204,14,28.89
26.71,54.06,61.41,2,0.851,15.865,208,3,18.17
63.77,46.61,62.23,3,1.024,31.847,20,10,20.71
171.07,34.22,47.18,6,1.451,57.704,56,22,23.01
136.2,38.3,55.2,5,1.344,51.551,159,21,28.26
156.01,36.95,46.64,8,1.486,54.374,130,11,29.8
16.16,59.74,76.4,1,0.592,11.541,11,17,12.43
60.99,48.89,62.03,7,1.235,30.301,21,19,19.21
106.02,42.12,51.64,2,0.934,46.109,114,14,20.51
36.36,40.65,48.11,5,1.324,14.535,135,4,22.51
110.84,42.95,58.82,9,1.672,46.102,37,19,21.12
51.17,45.14,56.48,6,1.218,24.102,38,2,20.55
138.44,38.45,49.72,2,1.076,52.191,29,12,26.02
49.51,50.68,66.64,2,1.011,28.007,124,18,20.59
32.72,51.64,59.86,2,0.901,19.389,2,13,15.93
174.09,35.84,50.57,9,1.771,53.719,126,8,30.21
106.55,42.32,55.65,6,1.355,43.209,105,9,27.01
61.24,49.22,58.36,3,0.84,30.343,103,11,20.7
121.16,46.12,55.37,3,1.312,55.993,149,17,23.63
60.09,54.39,68.24,3,1.019,37.523,115,23,15.76
77.6,47.19,58.3,4,1.057,36.733,160,18,23.11
45.02,50.41,63.8,3,1.072,25.103,168,7,18.7
139.5,36.62,53.54,4,0.942,49.488,202,2,27.37
100.62,38.84,56.6,9,1.586,36.642,176,11,26.6
98.3,41.31,52.59,6,1.368,38.515,114,20,24.97
215.69,30.42,42.13,11,1.976,54.715,108,15,30.55
30.78,57.48,64.55,0,0.584,20.401,52,7,13.97
184.24,29.86,38.98,10,1.56,47.232,132,2,31.65
99.57,43.48,55.81,3,0.771,48.255,31,6,19.04
17.46,51.19,62.04,4,0.828,9.764,204,17,16.98
92.52,43.75,52.77,2,1.091,43.7,186,16,23.39
102.22,44.98,56.73,1,0.738,49.265,27,10,20.58
54.92,54.8,70.82,3,0.935,34.123,173,8,18.68
16.18,59.14,74.79,0,0.472,12.226,26,4,9.87
15.28,55.18,62.45,4,1.074,10.565,158,23,11.93
11.59,54.54,72.29,1,0.807,7.713,20,10,12.79
42.29,54.99,65.18,3,0.976,25.355,107,18,17.64
76.71,46.89,58.52,2,0.875,38.493,145,11,20.78
66.8,48.81,63.37,2,1.035,35.861,160,13,17.69
57.45,49.39,57.39,1,0.59,32.753,92,15,17.44
51.09,50.53,66.58,2,0.864,27.988,202,8,18.17
98.28,44.34,54.74,5,1.012,41.565,170,22,25.15
108.7,47.15,56.39,6,1.169,51.987,46,10,18.84
153.37,36.33,49.38,11,1.941,49.064,147,18,28.82
122.71,35.54,48.79,5,1.348,43.325,160,21,24.68
32.51,53.61,64.77,3,0.957,21.555,74,9,12.96
118.35,42.8,52.59,1,0.892,54.933,162,5,23.16
189.65,30.83,40.46,7,1.479,50.853,197,23,30.08
175.88,35.16,45.1,10,1.832,55.31,179,18,27.47
91.2,41.66,56.67,4,1.079,38.381,167,18,23.64
39.37,57.08,65.95,4,1.075,23.648,139,22,16.09
71.6,42.28,50.46,6,1.454,29.786,60,0,22.37
43.41,48.86,66.31,2,0.607,23.359,175,22,16.88
47.3,49.02,56.16,2,0.833,24.573,80,2,19.97
53.79,49.13,57.39,2,0.991,28.417,117,3,18.77
139.67,40.84,57.96,6,1.244,54.653,69,5,25.6
56.8,50.26,59.11,4,1.022,32.12,69,2,17.47
43.76,53.75,66.18,2,0.674,27.325,35,2,15.48
96.26,41.04,53.32,3,1.163,39.428,211,3,22.87
31.28,55.09,68.63,3,0.952,21.247,33,11,15.83
10.0,62.37,69.41,2,0.632,6.954,19,8,10.33
105.72,42.7,57.81,6,1.327,44.09,206,8,22.5
45.6,46.71,63.62,4,0.939,23.621,122,4,17.64
42.67,44.91,52.0,5,1.013,18.73,96,23,21.29
71.94,45.76,58.65,4,1.202,34.054,162,7,22.41
24.29,53.16,66.61,3,0.797,14.797,84,11,14.37
40.35,47.14,62.73,6,1.126,20.816,29,3,17.9
73.75,43.93,60.46,5,1.151,32.883,160,5,22.01
130.4,41.87,55.93,4,1.401,56.681,39,5,23.06
36.19,49.34,64.02,6,1.286,19.062,122,23,18.84
60.57,47.65,64.93,5,1.161,30.552,208,4,21.23
79.68,42.53,50.63,9,1.431,33.693,206,12,22.15
129.35,34.34,52.32,4,1.308,43.215,80,13,27.55
59.7,50.45,62.28,1,1.09,33.383,171,1,20.16
110.68,40.25,52.29,4,1.207,44.27,135,8,24.12
149.68,36.98,45.1,8,1.56,51.007,105,1,26.04
32.39,53.92,69.54,2,0.806,21.063,31,4,14.45
132.0,38.4,50.3,3,1.064,49.537,83,16,26.34
37.99,48.65,59.82,6,1.051,20.031,143,13,17.0
127.1,40.17,55.74,5,1.328,48.181,217,11,26.19
98.38,41.22,54.2,7,1.544,39.288,2,5,25.02
75.67,46.2,56.56,4,1.088,35.78,158,14,19.32
52.7,51.76,66.56,2,1.066,30.393,186,21,17.75
90.68,38.98,47.29,8,1.386,34.589,209,20,22.45
31.03,53.31,66.57,3,0.977,18.581,93,4,16.95
60.7,50.08,58.73,4,0.928,32.15,26,16,19.43
86.79,44.72,58.92,5,1.145,37.838,60,5,24.52
44.57,52.56,66.62,2,0.891,26.151,187,20,19.99
42.15,51.66,60.79,0,0.648,26.165,193,11,13.84
38.69,57.7,72.73,5,1.007,24.392,140,17,15.6
98.7,46.15,63.76,2,0.997,48.622,27,12,20.8
40.04,54.69,72.02,0,0.833,26.299,27,16,16.68
88.16,42.33,53.88,4,1.348,36.387,105,22,24.9
181.65,34.22,50.3,9,1.868,56.569,129,3,28.93
10.31,63.86,81.7,2,0.839,8.05,8,21,10.15
28.63,54.95,66.47,2,0.825,17.825,151,11,16.51
179.88,32.49,43.9,7,1.627,54.149,120,3,28.36
103.81,44.82,58.82,6,1.253,43.41,3,10,24.5
39.57,54.24,63.16,4,0.94,25.888,21,1,12.99
15.26,58.65,72.56,1,0.716,11.123,100,12,12.46
58.03,48.79,66.26,2,0.871,32.968,159,11,15.78
104.18,44.64,62.45,2,0.781,46.869,181,9,22.35
52.69,47.0,58.39,3,0.873,28.279,95,10,17.9
120.83,44.31,60.04,5,1.301,49.965,65,14,27.05
36.55,54.19,68.89,2,1.023,21.46,213,19,18.99
65.23,46.81,62.98,4,0.998,32.001,101,9,21.59
18.55,52.03,66.31,3,0.801,11.144,70,0,15.77
51.05,56.13,72.66,1,0.77,33.567,97,13,14.55
152.92,36.21,46.23,8,1.69,50.844,3,22,28.08
22.05,58.71,66.36,3,1.017,14.338,67,9,15.59
95.46,39.94,54.78,3,1.106,37.893,113,2,26.22
41.13,50.45,65.18,2,0.956,22.684,202,21,19.03
41.98,50.78,63.16,3,0.893,24.701,162,10,17.09
11.65,51.47,62.57,2,0.999,6.942,172,8,18.6
74.18,45.69,57.01,5,1.203,33.949,120,7,21.66
116.84,46.33,59.06,3,1.125,57.244,25,17,19.77
28.99,45.96,58.03,6,1.213,14.063,86,3,18.13
28.44,55.68,67.96,2,0.644,18.564,219,14,14.83
34.71,47.33,56.66,1,0.65,18.154,10,8,19.45
74.49,48.04,64.97,4,1.057,35.45,193,9,21.38
27.37,53.89,63.37,1,0.777,16.28,150,5,18.0
117.93,45.31,55.01,6,1.28,55.51,63,19,20.55
101.71,43.25,50.87,7,1.383,42.361,171,10,22.79
100.92,40.12,51.99,7,1.33,38.703,184,22,26.47
10.0,65.69,77.0,1,0.5,6.705,10,19,10.7
58.11,48.78,58.28,6,1.137,30.735,24,18,16.42
86.66,51.7,69.2,2,1.078,48.186,146,10,21.44
77.35,40.17,48.9,5,1.133,32.61,219,22,18.71
81.93,48.0,59.05,3,1.078,44.521,6,14,18.11
121.11,39.32,51.76,9,1.522,41.626,146,10,27.83
94.72,52.42,68.69,4,0.935,54.368,30,8,18.06
61.36,40.44,52.44,4,1.144,25.382,143,21,21.16
137.11,36.62,49.95,3,1.122,49.006,137,6,27.25
26.32,58.92,75.32,2,0.64,19.912,20,21,9.49
77.64,43.36,59.73,6,1.052,35.213,150,5,20.8
102.07,39.82,47.13,7,1.589,38.324,197,18,27.07
43.08,56.29,66.77,4,0.991,29.3,190,6,13.29
21.01,50.92,64.92,5,0.927,11.772,7,20,13.56
56.05,46.46,58.98,2,0.701,28.861,54,20,20.58
26.52,52.32,61.22,3,0.809,16.645,53,17,14.26
49.53,55.73,70.24,2,0.84,31.597,100,23,16.11
10.0,61.82,78.48,2,0.937,7.562,32,12,11.94
56.6,51.34,64.43,2,0.933,31.396,188,20,19.72
40.46,52.64,70.54,1,0.816,25.932,171,13,15.7
13.45,50.24,67.6,6,1.252,7.196,178,0,18.01
65.01,53.69,66.2,4,1.097,38.572,44,10,17.31
44.64,46.32,60.29,3,1.119,22.62,4,0,18.27
79.86,45.54,58.49,5,1.072,36.492,200,15,22.16
117.61,42.53,60.36,4,1.383,52.125,64,3,23.1
97.76,50.76,64.14,1,0.92,51.017,144,7,21.63
75.44,42.93,52.2,4,1.201,32.434,200,20,23.78
57.84,50.08,59.78,7,1.175,30.77,8,17,18.02
59.41,52.35,61.5,5,1.05,33.965,2,8,16.95
61.25,45.78,59.04,9,1.447,26.602,2,12,18.68
40.96,52.77,70.34,3,1.023,21.697,35,13,22.36
17.09,62.96,75.25,1,0.567,14.618,12,8,9.11
179.56,34.63,44.51,10,1.834,53.627,180,17,31.7
20.93,45.52,52.57,6,1.41,9.675,133,3,19.18
37.63,55.63,62.66,1,0.719,24.273,215,10,16.99
25.87,52.46,62.83,4,0.838,15.072,176,6,14.78
18.45,49.76,67.37,7,1.224,9.618,211,16,19.32
24.68,53.51,69.75,2,0.611,15.397,53,15,16.2
57.66,47.72,58.6,2,0.867,29.982,64,19,18.93
77.32,45.71,54.58,2,1.017,35.286,187,8,22.77
112.79,47.28,64.06,2,1.033,52.56,54,5,25.21
84.77,45.44,53.41,2,0.948,41.718,13,0,21.33
112.21,43.9,61.53,4,1.089,47.801,147,20,24.71
87.73,41.13,54.36,8,1.667,34.995,176,7,22.59
25.07,59.32,70.43,3,0.965,16.865,213,18,16.56
143.07,38.48,53.14,8,1.542,50.268,204,8,28.61
36.35,64.37,78.51,1,0.571,30.938,27,7,10.45
107.07,42.59,60.44,3,1.182,46.219,170,5,24.04
10.58,54.3,71.47,5,0.9,6.827,186,18,12.54
55.57,49.17,66.92,4,0.876,29.45,153,6,21.11
48.05,50.07,60.37,8,1.412,23.952,180,7,19.59
40.65,50.62,63.84,4,1.313,21.806,184,16,21.87
85.7,46.48,56.83,6,1.367,41.255,98,12,22.58
114.69,41.97,50.48,5,1.325,48.964,9,17,22.35
126.04,40.97,56.16,4,1.158,50.994,100,2,25.39
123.98,36.63,47.82,4,1.052,47.738,45,23,22.94
93.88,45.91,63.88,3,1.059,48.301,25,5,21.77
139.01,38.08,54.53,5,1.325,49.507,28,2,26.92
90.9,44.25,51.55,1,0.817,42.219,153,2,21.1
94.37,47.1,54.99,4,1.284,45.635,111,7,24.43
30.33,53.59,68.61,5,1.017,17.89,119,10,16.88
151.9,38.56,52.37,6,1.344,55.798,164,1,27.55
79.87,41.71,53.0,5,1.206,32.412,121,14,24.17
27.31,60.43,68.47,1,0.555,20.032,138,14,13.41
57.69,47.18,60.64,2,1.031,29.909,19,18,19.85
162.76,32.6,44.16,6,1.398,48.898,187,0,29.39
93.01,46.08,60.57,5,0.984,42.163,99,2,22.36
18.74,57.66,66.08,0,0.641,14.359,34,4,12.54
56.65,50.07,65.95,5,1.104,29.09,179,10,20.73
129.77,37.07,49.48,4,1.145,45.389,161,14,28.98
102.46,41.47,56.64,3,1.032,42.24,12,4,22.72
21.66,57.08,69.08,3,0.856,16.263,43,8,11.01
95.81,44.73,60.87,4,1.008,44.758,4,12,19.39
80.82,44.72,58.96,2,1.175,41.254,60,13,18.52
36.06,48.53,64.64,2,1.036,19.085,22,12,17.28
54.79,41.31,53.65,7,1.316,22.34,156,15,22.49
51.85,50.89,65.27,3,0.738,28.099,115,18,19.99
124.59,37.6,49.39,5,1.199,41.197,215,20,28.39
122.68,44.39,54.47,2,0.997,55.499,165,23,24.23
139.28,43.33,57.03,6,1.555,57.729,134,9,26.36
97.52,43.53,51.12,5,1.15,41.996,112,7,23.69
62.11,44.49,61.47,5,0.998,27.741,12,6,22.96
13.71,57.53,65.08,2,0.69,10.026,16,8,11.65
105.29,36.99,47.8,7,1.598,37.039,135,12,26.75
45.09,55.65,62.71,1,0.771,31.309,1,14,13.56
110.59,38.31,52.74,4,1.291,41.042,10,1,25.73
151.83,38.82,53.97,5,1.381,56.17,48,23,26.51
32.95,46.39,62.14,7,1.238,15.091,194,1,21.73
43.38,51.55,64.2,1,0.737,25.587,101,9,15.98
95.97,40.61,50.5,9,1.622,36.172,156,10,26.29
38.42,53.37,62.51,3,0.955,24.562,91,8,15.09
28.36,47.95,65.19,4,1.018,15.567,38,5,12.51
87.83,41.66,55.92,3,1.179,37.325,82,12,23.39
15.78,49.29,57.73,2,0.821,8.528,21,0,17.84
47.12,50.28,64.51,4,0.951,25.918,169,17,18.12
145.65,40.84,50.79,5,1.235,56.594,41,16,27.07
44.78,61.8,77.39,2,0.949,31.128,83,18,15.43
15.89,60.19,78.18,3,0.857,11.732,215,19,12.89
145.62,34.76,44.72,3,1.038,49.466,130,21,25.84
28.25,49.05,63.62,3,0.954,15.72,101,3,15.8
33.26,48.91,64.92,2,0.576,19.418,119,20,14.68
171.53,36.72,47.07,10,1.665,56.066,172,13,30.29
138.48,35.05,49.34,6,1.46,46.418,56,2,25.88
36.27,55.34,68.01,5,0.869,23.078,140,23,16.56
86.9,45.54,59.78,5,1.081,39.834,192,19,21.82
51.39,52.05,69.16,0,0.665,31.62,126,6,18.35
135.24,38.82,49.86,5,1.394,52.464,98,21,25.21
49.54,57.91,73.26,2,0.698,35.355,32,17,12.41
89.62,44.12,59.42,8,1.516,40.532,55,10,19.88
25.02,50.75,59.24,5,1.069,14.181,208,3,16.02
31.47,52.48,69.12,4,1.127,19.368,119,17,13.21
10.2,58.57,74.41,1,0.957,7.867,66,22,9.39
